,id,country_name,Indicator_Name,YR_2008,YR_2009,YR_2010,YR_2011,YR_2012,YR_2013,YR_2014,YR_2015,YR_2016,YR_2017,YR_2018
0,1,Aruba,GDP (current US$),2745251397.0,2498882682.0,2390502793.0,2549720670.0,2534636872.0,2581564246.0,2649720670.0,2691620112.0,2646927374.0,2700558659.0,
1,2,Afghanistan,GDP (current US$),10109218068.0,12439087077.0,15856574731.0,17804280538.0,20001615789.0,20561054090.0,20484873230.0,19907111419.0,19362642267.0,20191764940.0,19362969582.0
2,3,Angola,GDP (current US$),88538611205.0,70307163678.0,83799496611.0,112000000000.0,128000000000.0,137000000000.0,146000000000.0,116000000000.0,101000000000.0,122000000000.0,106000000000.0
3,4,Albania,GDP (current US$),12881353985.0,12044223458.0,11926962835.0,12890867536.0,12319784701.0,12776277649.0,13228244336.0,11386927679.0,11861353752.0,13025064967.0,15102500898.0
4,5,Andorra,GDP (current US$),4007353157.0,3660530703.0,3355695364.0,3442062830.0,3164615187.0,3281585236.0,3350736367.0,2811489409.0,2877311947.0,3013387424.0,3236543909.0
5,6,Arab World,GDP (current US$),2080000000000.0,1800000000000.0,2110000000000.0,2500000000000.0,2790000000000.0,2870000000000.0,2910000000000.0,2560000000000.0,2510000000000.0,2590000000000.0,2770000000000.0
6,7,United Arab Emirates,GDP (current US$),315000000000.0,254000000000.0,290000000000.0,351000000000.0,375000000000.0,390000000000.0,403000000000.0,358000000000.0,357000000000.0,378000000000.0,414000000000.0
7,8,Argentina,GDP (current US$),362000000000.0,333000000000.0,424000000000.0,530000000000.0,546000000000.0,552000000000.0,526000000000.0,595000000000.0,558000000000.0,643000000000.0,520000000000.0
8,9,Armenia,GDP (current US$),11662040714.0,8647936748.0,9260284938.0,10142111334.0,10619320049.0,11121465767.0,11609512940.0,10553337673.0,10546135160.0,11527458566.0,12433089919.0
9,10,American Samoa,GDP (current US$),563000000.0,678000000.0,576000000.0,574000000.0,644000000.0,641000000.0,642000000.0,661000000.0,652000000.0,602000000.0,636000000.0
10,11,Antigua and Barbuda,GDP (current US$),1368431037.0,1224253000.0,1148700000.0,1137637037.0,1199948148.0,1181448148.0,1249733333.0,1336692593.0,1436585185.0,1467977778.0,1610574074.0
11,12,Australia,GDP (current US$),1050000000000.0,928000000000.0,1150000000000.0,1400000000000.0,1550000000000.0,1580000000000.0,1470000000000.0,1350000000000.0,1210000000000.0,1330000000000.0,1430000000000.0
12,13,Austria,GDP (current US$),430000000000.0,400000000000.0,392000000000.0,431000000000.0,409000000000.0,430000000000.0,442000000000.0,382000000000.0,395000000000.0,417000000000.0,455000000000.0
13,14,Azerbaijan,GDP (current US$),48852482960.0,44291490421.0,52902703376.0,65951627200.0,69683935845.0,74164435946.0,75244294275.0,53074468085.0,37867518957.0,40865558912.0,46939529412.0
14,15,Burundi,GDP (current US$),1611835902.0,1781455092.0,2032135247.0,2235820868.0,2333308099.0,2451625333.0,2705783272.0,3104394858.0,2959640987.0,3172292379.0,3036931818.0
15,16,Belgium,GDP (current US$),515000000000.0,481000000000.0,481000000000.0,523000000000.0,496000000000.0,522000000000.0,535000000000.0,462000000000.0,476000000000.0,503000000000.0,543000000000.0
16,17,Benin,GDP (current US$),7132787397.0,7097198712.0,6977040762.0,7824320327.0,8152088222.0,9159958826.0,9720362615.0,8294490789.0,8578984066.0,9269594835.0,10354274635.0
17,18,Burkina Faso,GDP (current US$),8369637065.0,8369175126.0,8979966766.0,10724063458.0,11166063467.0,11947176342.0,12377391463.0,10419303761.0,10867024152.0,12330338343.0,14124775069.0
18,19,Bangladesh,GDP (current US$),91631278239.0,102000000000.0,115000000000.0,129000000000.0,133000000000.0,150000000000.0,173000000000.0,195000000000.0,221000000000.0,250000000000.0,274000000000.0
19,20,Bulgaria,GDP (current US$),54409138498.0,51884481410.0,50610058210.0,57418414504.0,53903022339.0,55555171010.0,56814543481.0,50201314895.0,53240950226.0,58220973783.0,65132951116.0
20,21,Bahrain,GDP (current US$),25710877660.0,22938218085.0,25713271277.0,28776622340.0,30749335106.0,32539547872.0,33387686170.0,31125877660.0,32250132979.0,35432686170.0,37746196809.0
21,22,"Bahamas, The",GDP (current US$),10526000000.0,9981960000.0,10095760000.0,10070450000.0,10720500000.0,10562700000.0,10913300000.0,11752300000.0,11938400000.0,12150400000.0,12424500000.0
22,23,Bosnia and Herzegovina,GDP (current US$),19112739664.0,17613836210.0,17176781337.0,18644723861.0,17226849297.0,18178503835.0,18558343508.0,16211540686.0,16913330694.0,18080118128.0,20161865419.0
23,24,Belarus,GDP (current US$),60763483146.0,50874078052.0,58665088956.0,61757788945.0,65685102555.0,75527984234.0,78813839984.0,56454734397.0,47722657821.0,54726595249.0,59662495092.0
24,25,Belize,GDP (current US$),1368625150.0,1335217500.0,1377179137.0,1460800212.0,1522899790.0,1579413515.0,1662802599.0,1723785357.0,1775100179.0,1836593466.0,1871203164.0
25,26,Bermuda,GDP (current US$),6109928000.0,5806378000.0,5744414000.0,5550771000.0,5537537000.0,5573710000.0,,,,,
26,27,Bolivia,GDP (current US$),16674324634.0,17339992165.0,19649631451.0,23963033588.0,27084497540.0,30659338784.0,32996188133.0,33000198263.0,33941126194.0,37508642258.0,40287647757.0
27,28,Brazil,GDP (current US$),1700000000000.0,1670000000000.0,2210000000000.0,2620000000000.0,2470000000000.0,2470000000000.0,2460000000000.0,1800000000000.0,1800000000000.0,2050000000000.0,1870000000000.0
28,29,Barbados,GDP (current US$),4784925100.0,4465657300.0,4529928300.0,4657699450.0,4610096000.0,4677248300.0,4696344350.0,4725500000.0,4840500000.0,4989500000.0,5145000000.0
29,30,Brunei Darussalam,GDP (current US$),14393099069.0,10732366286.0,13707370737.0,18525319978.0,19048495519.0,18093829923.0,17098342541.0,12930394938.0,11400854268.0,12128104859.0,13567351175.0
30,31,Bhutan,GDP (current US$),1258332337.0,1264758198.0,1585472534.0,1820207626.0,1823692110.0,1798333726.0,1976938530.0,2059809920.0,2219675781.0,2528007911.0,2534965163.0
31,32,Botswana,GDP (current US$),10945070442.0,10267133178.0,12786654366.0,15351972230.0,16067155187.0,14901750765.0,16250750259.0,14420604206.0,15646316818.0,17405538618.0,18616018903.0
32,33,Central African Republic,GDP (current US$),1985240986.0,2059094048.0,2140503193.0,2434792413.0,2510270268.0,1691063477.0,1892292912.0,1695143880.0,1823779165.0,2067230996.0,2219894702.0
33,34,Canada,GDP (current US$),1550000000000.0,1370000000000.0,1610000000000.0,1790000000000.0,1820000000000.0,1840000000000.0,1800000000000.0,1550000000000.0,1530000000000.0,1650000000000.0,1710000000000.0
34,35,Central Europe and the Baltics,GDP (current US$),1530000000000.0,1290000000000.0,1310000000000.0,1450000000000.0,1350000000000.0,1420000000000.0,1470000000000.0,1290000000000.0,1320000000000.0,1460000000000.0,1630000000000.0
35,36,Switzerland,GDP (current US$),554000000000.0,542000000000.0,584000000000.0,700000000000.0,668000000000.0,689000000000.0,709000000000.0,680000000000.0,671000000000.0,680000000000.0,705000000000.0
36,37,Channel Islands,GDP (current US$),,,,,,,,,,,
37,38,Chile,GDP (current US$),180000000000.0,172000000000.0,219000000000.0,252000000000.0,267000000000.0,278000000000.0,261000000000.0,244000000000.0,250000000000.0,278000000000.0,298000000000.0
38,39,China,GDP (current US$),4590000000000.0,5100000000000.0,6090000000000.0,7550000000000.0,8530000000000.0,9570000000000.0,10400000000000.0,11000000000000.0,11100000000000.0,12100000000000.0,13600000000000.0
39,40,Cote d'Ivoire,GDP (current US$),24224903100.0,24277493862.0,24884505035.0,25381616734.0,26790579775.0,31264187110.0,35316491207.0,33131114322.0,35296977344.0,38053606751.0,43007047822.0
40,41,Cameroon,GDP (current US$),26409781215.0,26017925552.0,26143818510.0,29337006833.0,29104437355.0,32348149947.0,34942948737.0,30916218544.0,32621535419.0,34922782311.0,38675205293.0
41,42,"Congo, Dem. Rep.",GDP (current US$),19788515874.0,18648373312.0,21565720044.0,25839749199.0,29306235826.0,32679745298.0,35909040266.0,37917704900.0,37134799975.0,38019265626.0,47227535291.0
42,43,"Congo, Rep.",GDP (current US$),11859013281.0,9593537551.0,12007880439.0,14425607180.0,13677930124.0,14085851348.0,14177437982.0,8553154580.0,9035848071.0,8701334800.0,11263682694.0
43,44,Colombia,GDP (current US$),242000000000.0,232000000000.0,286000000000.0,334000000000.0,371000000000.0,382000000000.0,381000000000.0,293000000000.0,283000000000.0,312000000000.0,331000000000.0
44,45,Comoros,GDP (current US$),911967428.7,901711442.3,907093130.3,1021746833.0,1015901205.0,1115906342.0,1148058015.0,965640593.0,1012147324.0,1074778461.0,1177955049.0
45,46,Cabo Verde,GDP (current US$),1789333749.0,1711817182.0,1664310770.0,1865915544.0,1741809809.0,1850470042.0,1859898513.0,1596800287.0,1663008687.0,1769787215.0,1976814277.0
46,47,Costa Rica,GDP (current US$),30612927059.0,30562361123.0,37268614024.0,42262697840.0,46473128286.0,49745088112.0,50577769838.0,54775994479.0,57157992434.0,58174549218.0,60130106116.0
47,48,Caribbean small states,GDP (current US$),69109699222.0,58164549489.0,63277133287.0,68420393697.0,70684558867.0,72051031654.0,72989135760.0,71648867904.0,68106378710.0,69602182809.0,73523538155.0
48,49,Cuba,GDP (current US$),60806300000.0,62080000000.0,64328000000.0,68990000000.0,73141000000.0,77148000000.0,80656000000.0,87133000000.0,91370000000.0,96851000000.0,100000000000.0
49,50,Curacao,GDP (current US$),,,,3038699609.0,3131096089.0,3147616201.0,3158406034.0,3151910782.0,3122287933.0,3116610112.0,3127908038.0
50,51,Cayman Islands,GDP (current US$),4586172567.0,4281813033.0,4156935677.0,4186223809.0,4291159006.0,4405954638.0,4563017881.0,4708336733.0,4898908676.0,5141833913.0,
51,52,Cyprus,GDP (current US$),27844698989.0,25945391775.0,25732432719.0,27565469098.0,24978513427.0,23900872626.0,23128114787.0,19779150116.0,20890936462.0,22638608224.0,24961988663.0
52,53,Czech Republic,GDP (current US$),236000000000.0,206000000000.0,207000000000.0,228000000000.0,207000000000.0,209000000000.0,208000000000.0,187000000000.0,195000000000.0,216000000000.0,245000000000.0
53,54,Germany,GDP (current US$),3730000000000.0,3400000000000.0,3400000000000.0,3740000000000.0,3530000000000.0,3730000000000.0,3880000000000.0,3360000000000.0,3470000000000.0,3660000000000.0,3950000000000.0
54,55,Djibouti,GDP (current US$),,,,,,2042817163.0,2216200810.0,2445484583.0,2618587757.0,2766868072.0,2955912228.0
55,56,Dominica,GDP (current US$),458190185.2,489074333.3,493824407.4,501025296.3,485998000.0,498296296.3,520207407.4,540737037.0,576229629.6,519837037.0,550892592.6
56,57,Denmark,GDP (current US$),353000000000.0,321000000000.0,322000000000.0,344000000000.0,327000000000.0,344000000000.0,353000000000.0,303000000000.0,313000000000.0,329000000000.0,356000000000.0
57,58,Dominican Republic,GDP (current US$),48122601589.0,48261079523.0,53860187453.0,58029773801.0,60681535893.0,62682158701.0,67179956264.0,71164826721.0,75704647977.0,79998045976.0,85555390387.0
58,59,Algeria,GDP (current US$),171000000000.0,137000000000.0,161000000000.0,200000000000.0,209000000000.0,210000000000.0,214000000000.0,166000000000.0,160000000000.0,167000000000.0,174000000000.0
59,60,East Asia & Pacific (excluding high income),GDP (current US$),5990000000000.0,6490000000000.0,7870000000000.0,9610000000000.0,10700000000000.0,11800000000000.0,12700000000000.0,13200000000000.0,13500000000000.0,14700000000000.0,16300000000000.0
60,61,Early-demographic dividend,GDP (current US$),7310000000000.0,7040000000000.0,8550000000000.0,9590000000000.0,10100000000000.0,10200000000000.0,10600000000000.0,10300000000000.0,10500000000000.0,11400000000000.0,11600000000000.0
61,62,East Asia & Pacific,GDP (current US$),14100000000000.0,14500000000000.0,16900000000000.0,19600000000000.0,21000000000000.0,21200000000000.0,21900000000000.0,21800000000000.0,22500000000000.0,23900000000000.0,25900000000000.0
62,63,Europe & Central Asia (excluding high income),GDP (current US$),3310000000000.0,2600000000000.0,3110000000000.0,3840000000000.0,4070000000000.0,4330000000000.0,4040000000000.0,3090000000000.0,2960000000000.0,3320000000000.0,3410000000000.0
63,64,Europe & Central Asia,GDP (current US$),23300000000000.0,20500000000000.0,21000000000000.0,23200000000000.0,22400000000000.0,23400000000000.0,23700000000000.0,20400000000000.0,20400000000000.0,21600000000000.0,23100000000000.0
64,65,Ecuador,GDP (current US$),61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,102000000000.0,99290381000.0,99937696000.0,104000000000.0,108000000000.0
65,66,"Egypt, Arab Rep.",GDP (current US$),163000000000.0,189000000000.0,219000000000.0,236000000000.0,279000000000.0,289000000000.0,306000000000.0,333000000000.0,333000000000.0,235000000000.0,251000000000.0
66,67,Euro area,GDP (current US$),14100000000000.0,12900000000000.0,12600000000000.0,13600000000000.0,12600000000000.0,13200000000000.0,13500000000000.0,11700000000000.0,12000000000000.0,12600000000000.0,13600000000000.0
67,68,Eritrea,GDP (current US$),1380188800.0,1856695551.0,2117039512.0,2607739837.0,,,,,,,
68,69,Spain,GDP (current US$),1630000000000.0,1490000000000.0,1420000000000.0,1480000000000.0,1320000000000.0,1350000000000.0,1370000000000.0,1200000000000.0,1230000000000.0,1310000000000.0,1420000000000.0
69,70,Estonia,GDP (current US$),24371299985.0,19744110447.0,19685033799.0,23394843529.0,23192709239.0,25271407239.0,26773472962.0,23048864243.0,23996451498.0,26792757827.0,30732144529.0
70,71,Ethiopia,GDP (current US$),27066912635.0,32437389116.0,29933790334.0,31952763089.0,43310721414.0,47648211133.0,55612228234.0,64589334979.0,74296618481.0,81760441159.0,84355604753.0
71,72,European Union,GDP (current US$),19200000000000.0,17100000000000.0,17000000000000.0,18400000000000.0,17300000000000.0,18100000000000.0,18700000000000.0,16500000000000.0,16600000000000.0,17400000000000.0,18800000000000.0
72,73,Fragile and conflict affected situations,GDP (current US$),585000000000.0,546000000000.0,650000000000.0,708000000000.0,820000000000.0,857000000000.0,861000000000.0,775000000000.0,759000000000.0,844000000000.0,841000000000.0
73,74,Finland,GDP (current US$),285000000000.0,252000000000.0,249000000000.0,275000000000.0,258000000000.0,271000000000.0,274000000000.0,235000000000.0,241000000000.0,254000000000.0,277000000000.0
74,75,Fiji,GDP (current US$),3523185920.0,2870624636.0,3140508836.0,3774530616.0,3972012571.0,4190143206.0,4856963230.0,4682546863.0,4930204220.0,5353404419.0,5536759659.0
75,76,France,GDP (current US$),2920000000000.0,2690000000000.0,2640000000000.0,2860000000000.0,2680000000000.0,2810000000000.0,2850000000000.0,2440000000000.0,2470000000000.0,2590000000000.0,2780000000000.0
76,77,Faroe Islands,GDP (current US$),2432415998.0,2268387771.0,2320424601.0,2490807831.0,2366301252.0,2627049837.0,2850743875.0,2518096286.0,2689157271.0,,
77,78,"Micronesia, Fed. Sts.",GDP (current US$),263145104.6,280284568.1,296944122.0,311301557.1,327248654.8,317214350.1,319271156.4,316489947.5,332265162.5,366666808.6,401932279.0
78,79,Gabon,GDP (current US$),15508574820.0,12065138273.0,14358584300.0,18186478120.0,17171447372.0,17590745162.0,18179752010.0,14377324798.0,14014369642.0,14892609693.0,16853589311.0
79,80,United Kingdom,GDP (current US$),2920000000000.0,2410000000000.0,2480000000000.0,2660000000000.0,2700000000000.0,2790000000000.0,3060000000000.0,2930000000000.0,2690000000000.0,2670000000000.0,2860000000000.0
80,81,Georgia,GDP (current US$),12795076469.0,10766836277.0,12243505583.0,15107441447.0,16488403076.0,17189491403.0,17627060089.0,14953950557.0,15141758567.0,16242956764.0,17599660629.0
81,82,Ghana,GDP (current US$),28526891010.0,25977847814.0,32174772956.0,39566292433.0,41939728979.0,63277216929.0,53601126664.0,49181854798.0,55009730600.0,58996776238.0,65556464048.0
82,83,Gibraltar,GDP (current US$),,,,,,,,,,,
83,84,Guinea,GDP (current US$),6964179194.0,6716904569.0,6853467858.0,6785137173.0,7638045254.0,8376613843.0,8778473615.0,8794202444.0,8603833218.0,10324668267.0,10907214994.0
84,85,"Gambia, The",GDP (current US$),1561763437.0,1450140386.0,1543292393.0,1409694554.0,1415006238.0,1375608956.0,1229460602.0,1378176868.0,1467255923.0,1504954958.0,1632823199.0
85,86,Guinea-Bissau,GDP (current US$),864654795.3,826798659.8,849050127.5,1098379392.0,989327811.8,1045790133.0,1053512334.0,1047808175.0,1178204501.0,1346841897.0,1458156026.0
86,87,Equatorial Guinea,GDP (current US$),19749893536.0,15027795173.0,16298542028.0,21329395901.0,22389626329.0,21942597765.0,21736500713.0,13180195435.0,11233177619.0,12289913729.0,13432377050.0
87,88,Greece,GDP (current US$),354000000000.0,330000000000.0,299000000000.0,288000000000.0,246000000000.0,240000000000.0,237000000000.0,197000000000.0,195000000000.0,203000000000.0,218000000000.0
88,89,Grenada,GDP (current US$),825976037.0,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222.0,1126882296.0,1185925926.0
89,90,Greenland,GDP (current US$),2499107511.0,2529948330.0,2503156061.0,2684467376.0,2609667674.0,2684952727.0,2842048998.0,2499115623.0,2707146783.0,,
90,91,Guatemala,GDP (current US$),39136436614.0,37733609795.0,41338008613.0,47654783852.0,50388460925.0,53851153447.0,58722323918.0,63767597194.0,68663649522.0,75620081928.0,78460447920.0
91,92,Guam,GDP (current US$),4621000000.0,4781000000.0,4895000000.0,4928000000.0,5199000000.0,5336000000.0,5538000000.0,5710000000.0,5795000000.0,5851000000.0,5920000000.0
92,93,Guyana,GDP (current US$),1916994912.0,2061323854.0,2273225042.0,2576024116.0,2861562266.0,2987684170.0,3077643314.0,3197220339.0,3504024213.0,3555205811.0,3878662621.0
93,94,High income,GDP (current US$),46100000000000.0,43300000000000.0,45400000000000.0,49000000000000.0,49000000000000.0,49600000000000.0,50700000000000.0,47900000000000.0,48900000000000.0,51000000000000.0,54200000000000.0
94,95,"Hong Kong SAR, China",GDP (current US$),219000000000.0,214000000000.0,229000000000.0,249000000000.0,263000000000.0,276000000000.0,291000000000.0,309000000000.0,321000000000.0,342000000000.0,363000000000.0
95,96,Honduras,GDP (current US$),13789715133.0,14587496229.0,15839344592.0,17710315006.0,18528601901.0,18499710128.0,19756494435.0,20979767785.0,21717622071.0,23100748922.0,23969890431.0
96,97,Heavily indebted poor countries (HIPC),GDP (current US$),430000000000.0,432000000000.0,477000000000.0,533000000000.0,574000000000.0,639000000000.0,676000000000.0,663000000000.0,680000000000.0,755000000000.0,729000000000.0
97,98,Croatia,GDP (current US$),70288911413.0,62666161453.0,59807966533.0,62354235671.0,56494436183.0,58056951042.0,57642879510.0,49530656285.0,51596929180.0,55319620158.0,60971699315.0
98,99,Haiti,GDP (current US$),6548530572.0,6584649419.0,6622541529.0,7516834160.0,7890647022.0,8485077205.0,8775444942.0,8724656126.0,7970649131.0,8409497402.0,9658721169.0
99,100,Hungary,GDP (current US$),158000000000.0,131000000000.0,131000000000.0,141000000000.0,128000000000.0,135000000000.0,141000000000.0,125000000000.0,128000000000.0,142000000000.0,158000000000.0
100,101,IBRD only,GDP (current US$),17000000000000.0,16500000000000.0,20000000000000.0,23600000000000.0,25100000000000.0,26500000000000.0,27400000000000.0,25900000000000.0,26000000000000.0,28700000000000.0,30500000000000.0
101,102,IDA & IBRD total,GDP (current US$),18300000000000.0,17700000000000.0,21500000000000.0,25300000000000.0,26900000000000.0,28500000000000.0,29500000000000.0,28000000000000.0,28100000000000.0,30800000000000.0,32700000000000.0
102,103,IDA total,GDP (current US$),1300000000000.0,1270000000000.0,1470000000000.0,1680000000000.0,1820000000000.0,2000000000000.0,2150000000000.0,2110000000000.0,2070000000000.0,2170000000000.0,2230000000000.0
103,104,IDA blend,GDP (current US$),652000000000.0,609000000000.0,718000000000.0,832000000000.0,916000000000.0,994000000000.0,1080000000000.0,1020000000000.0,950000000000.0,942000000000.0,994000000000.0
104,105,Indonesia,GDP (current US$),510000000000.0,540000000000.0,755000000000.0,893000000000.0,918000000000.0,913000000000.0,891000000000.0,861000000000.0,932000000000.0,1020000000000.0,1040000000000.0
105,106,IDA only,GDP (current US$),644000000000.0,662000000000.0,751000000000.0,841000000000.0,892000000000.0,993000000000.0,1060000000000.0,1080000000000.0,1110000000000.0,1230000000000.0,1240000000000.0
106,107,Isle of Man,GDP (current US$),5928601103.0,5487083658.0,5920177689.0,6566098382.0,6433357030.0,6754330155.0,7428280402.0,6792417112.0,6592627599.0,6770532819.0,
107,108,India,GDP (current US$),1200000000000.0,1340000000000.0,1680000000000.0,1820000000000.0,1830000000000.0,1860000000000.0,2040000000000.0,2100000000000.0,2290000000000.0,2650000000000.0,2720000000000.0
108,109,Not classified,GDP (current US$),,,,,,,,,,,
109,110,Ireland,GDP (current US$),275000000000.0,236000000000.0,222000000000.0,237000000000.0,225000000000.0,239000000000.0,258000000000.0,292000000000.0,301000000000.0,335000000000.0,382000000000.0
110,111,"Iran, Islamic Rep.",GDP (current US$),406000000000.0,414000000000.0,487000000000.0,584000000000.0,599000000000.0,467000000000.0,434000000000.0,386000000000.0,419000000000.0,454000000000.0,
111,112,Iraq,GDP (current US$),132000000000.0,112000000000.0,139000000000.0,186000000000.0,218000000000.0,235000000000.0,235000000000.0,177000000000.0,175000000000.0,195000000000.0,224000000000.0
112,113,Iceland,GDP (current US$),17905251832.0,13164652894.0,13683689802.0,15158548597.0,14724078264.0,16033517529.0,17758089312.0,17344165907.0,20716024757.0,24489493459.0,25878475760.0
113,114,Israel,GDP (current US$),216000000000.0,207000000000.0,234000000000.0,261000000000.0,257000000000.0,293000000000.0,310000000000.0,300000000000.0,319000000000.0,353000000000.0,371000000000.0
114,115,Italy,GDP (current US$),2400000000000.0,2190000000000.0,2130000000000.0,2290000000000.0,2090000000000.0,2140000000000.0,2160000000000.0,1840000000000.0,1880000000000.0,1960000000000.0,2080000000000.0
115,116,Jamaica,GDP (current US$),13680482787.0,12067478478.0,13220556883.0,14444655300.0,14807086889.0,14262589158.0,13897804560.0,14187696311.0,14075894320.0,14806340821.0,15713908816.0
116,117,Jordan,GDP (current US$),22279907003.0,24154000000.0,26795901408.0,29244647887.0,31371056338.0,34064873239.0,36329267606.0,38043450704.0,39196676056.0,40708943662.0,42231295775.0
117,118,Japan,GDP (current US$),5040000000000.0,5230000000000.0,5700000000000.0,6160000000000.0,6200000000000.0,5160000000000.0,4850000000000.0,4390000000000.0,4930000000000.0,4860000000000.0,4970000000000.0
118,119,Kazakhstan,GDP (current US$),133000000000.0,115000000000.0,148000000000.0,193000000000.0,208000000000.0,237000000000.0,221000000000.0,184000000000.0,137000000000.0,167000000000.0,179000000000.0
119,120,Kenya,GDP (current US$),35895153328.0,37021512049.0,40000088347.0,41953433591.0,50412754861.0,55096728048.0,61448046802.0,64007750179.0,69188755511.0,78757391333.0,87908262520.0
120,121,Kyrgyz Republic,GDP (current US$),5139957785.0,4690062255.0,4794357795.0,6197766119.0,6605139933.0,7335027592.0,7468096567.0,6678178340.0,6813092066.0,7702934800.0,8092836609.0
121,122,Cambodia,GDP (current US$),10351914093.0,10401851851.0,11242275199.0,12829541141.0,14054443213.0,15227991395.0,16702610842.0,18049954289.0,20159271965.0,22180376506.0,24542474061.0
122,123,Kiribati,GDP (current US$),141042610.3,132420059.3,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873.0,185572501.5,188284518.8
123,124,St. Kitts and Nevis,GDP (current US$),793368444.4,767066407.4,760170370.4,817759259.3,800414814.8,839774074.1,916566666.7,923155555.6,971166666.7,996944444.4,1010822222.0
124,125,"Korea, Rep.",GDP (current US$),1000000000000.0,902000000000.0,1090000000000.0,1200000000000.0,1220000000000.0,1310000000000.0,1410000000000.0,1380000000000.0,1410000000000.0,1530000000000.0,1620000000000.0
125,126,Kuwait,GDP (current US$),147000000000.0,106000000000.0,115000000000.0,154000000000.0,174000000000.0,174000000000.0,163000000000.0,115000000000.0,109000000000.0,121000000000.0,141000000000.0
126,127,Latin America & Caribbean (excluding high income),GDP (current US$),4200000000000.0,3930000000000.0,4900000000000.0,5590000000000.0,5620000000000.0,5750000000000.0,5880000000000.0,5000000000000.0,4860000000000.0,5410000000000.0,5200000000000.0
127,128,Lao PDR,GDP (current US$),5443915121.0,5832915387.0,7127792630.0,8749241114.0,10191350120.0,11942230508.0,13268458232.0,14390442307.0,15805692546.0,16853087485.0,17953786416.0
128,129,Lebanon,GDP (current US$),29227542760.0,35477299024.0,38419626534.0,40075674295.0,44230727695.0,46866579768.0,48296099502.0,49973893201.0,51239050083.0,53393799668.0,56639155556.0
129,130,Liberia,GDP (current US$),1726000000.0,1768000000.0,1998000000.0,2398000000.0,2721000000.0,3067000000.0,3144000000.0,3177000000.0,3277826000.0,3285455000.0,3264000000.0
130,131,Libya,GDP (current US$),87140405361.0,63028320702.0,74773444901.0,34699395524.0,81873662519.0,65502870174.0,41142722414.0,27842131480.0,26197143268.0,37881431913.0,48364208571.0
